subject,trial,native_language,word,class,frequency,length,correct,RT,
R2,98,English,cherry,plant,4.997212,6,correct,573.9997725,
R2,102,English,squid,animal,3.970292,5,correct,686.9997992,
R2,106,English,tortoise,animal,4.624973,8,correct,723.9997159,
R2,110,English,pineapple,plant,3.988984,9,correct,601.0000393,
R2,111,English,bee,animal,5.700444,3,correct,529.9999965,
R2,113,English,peanut,plant,4.59512,6,correct,723.9997159,
R2,114,English,ant,animal,5.347108,3,correct,592.9997634,
R2,115,English,pear,plant,4.727388,4,correct,607.0001268,
R2,117,English,walnut,plant,4.49981,6,correct,828.9998714,
R2,118,English,paprika,plant,2.484907,7,correct,804.9997767,
R2,121,English,potato,plant,6.461468,6,correct,668.9999598,
R2,123,English,lion,animal,6.098074,4,correct,616.9999853,
R2,126,English,fox,animal,5.652489,3,correct,584.00001,
R2,127,English,goat,animal,6.228511,4,correct,660.0001089,
R2,128,English,clove,plant,3.663562,5,correct,917.9996414,
R2,133,English,bunny,animal,3.332205,5,correct,644.0001764,
R2,134,English,olive,plant,5.587249,5,correct,512.000192,
R2,136,English,owl,animal,4.859812,3,correct,588.9998918,
R2,137,English,squirrel,animal,4.70953,8,correct,639.9998871,
R2,138,English,gull,animal,4.418841,4,correct,701.0000792,
R2,140,English,gherkin,plant,2.079442,7,correct,776.9997278,
R2,141,English,dog,animal,7.667626,3,correct,545.0001119,
R2,142,English,lettuce,plant,4.812184,7,correct,995.9997434,
R2,143,English,vulture,animal,4.248495,7,correct,739.0000584,
R2,145,English,eagle,animal,5.117994,5,correct,631.0000867,
R2,148,English,cucumber,plant,4.454347,8,correct,718.9997428,
R2,150,English,broccoli,plant,2.833213,8,correct,594.9997587,
R2,152,English,beaver,animal,3.951244,6,correct,600.0002069,
R2,153,English,grape,plant,5.192957,5,correct,602.9998814,
R2,158,English,frog,animal,5.129899,4,correct,590.0002732,
R2,160,English,stork,animal,3.044522,5,correct,723.9997159,
R2,164,English,magpie,animal,2.995732,6,correct,614.0000441,
R2,167,English,butterfly,animal,5.214936,9,correct,649.0001839,
R2,168,English,mole,animal,4.60517,4,correct,556.9998664,
R2,172,English,blackberry,plant,4.060443,10,correct,759.000169,
R2,173,English,eggplant,plant,1.791759,8,correct,535.9999137,
R2,175,English,asparagus,plant,3.663562,9,correct,707.0002362,
R2,176,English,almond,plant,4.204693,6,correct,651.0002329,
R2,179,English,mouse,animal,5.805135,5,correct,573.0001623,
R2,180,English,apple,plant,6.304449,5,correct,464.9998114,
R2,181,English,avocado,plant,3.433987,7,correct,649.9997641,
R2,184,English,goose,animal,5.267858,5,correct,562.0000844,
R3,25,English,camel,animal,6.109248,5,correct,897.0001237,
R3,26,English,lemon,plant,5.631212,5,correct,569.9997943,
R3,29,English,hedgehog,animal,3.637586,8,correct,525.9998881,
R3,30,English,dog,animal,7.667626,3,correct,422.9999243,
R3,33,English,whale,animal,5.298317,5,correct,546.0000132,
R3,37,English,tortoise,animal,4.624973,8,NA,NA,
R3,43,English,mole,animal,4.60517,4,correct,807.0002677,
R3,44,English,vulture,animal,4.248495,7,correct,930.0003849,
R3,45,English,almond,plant,4.204693,6,correct,561.000053,
R3,46,English,mushroom,plant,5.537334,8,correct,540.9998491,
R3,47,English,lion,animal,6.098074,4,correct,569.9997943,
R3,48,English,reindeer,animal,4.043051,8,correct,561.000053,
R3,49,English,bunny,animal,3.332205,5,correct,457.9999157,
R3,51,English,squid,animal,3.970292,5,correct,648.0001968,
R3,52,English,mustard,plant,4.442651,7,correct,762.0003386,
R3,53,English,eagle,animal,5.117994,5,correct,486.9999401,
R3,54,English,spider,animal,4.844187,6,NA,NA,
R3,55,English,peanut,plant,4.59512,6,correct,551.9999745,
R3,56,English,goat,animal,6.228511,4,correct,498.9999522,
R3,60,English,olive,plant,5.587249,5,correct,729.0001954,
R3,62,English,butterfly,animal,5.214936,9,correct,802.0003145,
R3,64,English,blueberry,plant,2.484907,9,correct,963.999716,
R3,66,English,clove,plant,3.663562,5,correct,746.0002982,
R3,69,English,blackberry,plant,4.060443,10,correct,721.9998997,
R3,70,English,radish,plant,3.044522,6,correct,688.0001115,
R3,74,English,donkey,animal,5.541264,6,correct,660.0001089,
R3,79,English,lettuce,plant,4.812184,7,correct,601.9997319,
R3,80,English,avocado,plant,3.433987,7,correct,598.0001471,
R3,81,English,sheep,animal,6.577861,5,correct,646.9998095,
R3,82,English,tomato,plant,5.545177,6,correct,469.0001086,
R3,83,English,asparagus,plant,3.663562,9,NA,NA,
R3,84,English,leek,plant,3.332205,4,correct,501.9999399,
R3,86,English,owl,animal,4.859812,3,correct,646.9998095,
R3,87,English,apricot,plant,3.828641,7,correct,570.9998803,
R3,90,English,frog,animal,5.129899,4,correct,652.0002856,
R3,93,English,bee,animal,5.700444,3,correct,570.9998803,
R3,97,English,crocodile,animal,4.615121,9,correct,977.00034,
R3,99,English,carrot,plant,4.976734,6,correct,652.9999156,
R3,100,English,cherry,plant,4.997212,6,correct,563.9998582,
R3,101,English,mouse,animal,5.805135,5,correct,494.0002385,
R3,106,English,cat,animal,7.086738,3,correct,587.0001058,
R3,107,English,beaver,animal,3.951244,6,correct,590.9999897,
R3,108,English,bat,animal,5.918894,3,correct,480.9998701,
R3,111,English,melon,plant,4.127134,5,correct,695.0001073,
R3,113,English,kiwi,plant,3.044522,4,correct,483.0001673,
R3,115,English,moose,animal,2.70805,5,correct,712.9997002,
R3,117,English,apple,plant,6.304449,5,correct,562.0000844,
R3,119,English,orange,plant,6.378426,6,correct,427.9999163,
R3,120,English,monkey,animal,5.783825,6,correct,469.0001086,
R3,121,English,stork,animal,3.044522,5,incorrect,576.0001954,
R3,124,English,wasp,animal,4.682131,4,correct,723.9997159,
R3,128,English,goose,animal,5.267858,5,correct,715.9998805,
R3,133,English,pear,plant,4.727388,4,correct,530.9999887,
R3,134,English,elephant,animal,6.063785,8,correct,587.0001058,
R3,136,English,potato,plant,6.461468,6,correct,722.9998394,
R3,137,English,gherkin,plant,2.079442,7,correct,663.9999007,
R3,138,English,snake,animal,6.120297,5,correct,639.9998871,
R3,139,English,pineapple,plant,3.988984,9,NA,NA,
R3,143,English,swan,animal,4.962845,4,correct,644.9997957,
R3,145,English,chicken,animal,6.59987,7,correct,524.9998621,
R3,146,English,pig,animal,6.660575,3,correct,475.0000931,
R3,148,English,horse,animal,7.77191,5,correct,485.0000529,
R3,149,English,gull,animal,4.418841,4,correct,606.0000084,
R3,150,English,banana,plant,5.023881,6,correct,480.9998701,
R3,152,English,eggplant,plant,1.791759,8,correct,506.0001673,
R3,153,English,woodpecker,animal,2.890372,10,correct,531.9997397,
R3,155,English,broccoli,plant,2.833213,8,NA,NA,
R3,157,English,shark,animal,5.880533,5,correct,464.0002078,
R3,162,English,grape,plant,5.192957,5,correct,490.9999373,
R3,168,English,cucumber,plant,4.454347,8,correct,780.999883,
R3,169,English,paprika,plant,2.484907,7,correct,631.0000867,
R3,171,English,magpie,animal,2.995732,6,correct,598.0001471,
R3,175,English,beetroot,plant,3.555348,8,correct,594.9997587,
R3,179,English,dolphin,animal,4.007333,7,incorrect,476.0000694,
R3,180,English,walnut,plant,4.49981,6,correct,652.9999156,
R3,181,English,strawberry,plant,4.75359,10,correct,520.000098,
R3,182,English,fox,animal,5.652489,3,correct,527.0002379,
R3,184,English,squirrel,animal,4.70953,8,correct,568.999753,
R3,185,English,ant,animal,5.347108,3,correct,476.9997658,
S,24,English,bee,animal,5.700444,3,correct,453.9999101,
S,25,English,apple,plant,6.304449,5,correct,473.9998475,
S,26,English,moose,animal,2.70805,5,correct,520.9999782,
S,29,English,beaver,animal,3.951244,6,correct,507.9997726,
S,31,English,eggplant,plant,1.791759,8,correct,510.0001399,
S,32,English,tortoise,animal,4.624973,8,correct,536.9999492,
S,34,English,blackberry,plant,4.060443,10,correct,511.0002094,
S,36,English,strawberry,plant,4.75359,10,correct,464.9998114,
S,43,English,spider,animal,4.844187,6,correct,504.9997832,
S,44,English,tomato,plant,5.545177,6,correct,561.000053,
S,45,English,mouse,animal,5.805135,5,correct,783.000238,
S,48,English,mole,animal,4.60517,4,correct,576.9998462,
S,53,English,squirrel,animal,4.70953,8,correct,739.0000584,
S,56,English,sheep,animal,6.577861,5,correct,613.0000393,
S,57,English,magpie,animal,2.995732,6,correct,1013.999813,
S,58,English,vulture,animal,4.248495,7,correct,1067.999979,
S,59,English,carrot,plant,4.976734,6,correct,487.9998019,
S,60,English,leek,plant,3.332205,4,correct,525.9998881,
S,61,English,blueberry,plant,2.484907,9,correct,634.0000289,
S,62,English,broccoli,plant,2.833213,8,correct,535.0001354,
S,63,English,asparagus,plant,3.663562,9,correct,961.9995665,
S,64,English,monkey,animal,5.783825,6,correct,539.9999246,
S,66,English,squid,animal,3.970292,5,correct,1018.999966,
S,68,English,eagle,animal,5.117994,5,correct,670.9999081,
S,71,English,clove,plant,3.663562,5,correct,695.0001073,
S,74,English,apricot,plant,3.828641,7,correct,592.0002161,
S,77,English,crocodile,animal,4.615121,9,correct,1264.000538,
S,78,English,paprika,plant,2.484907,7,correct,764.0001611,
S,81,English,peanut,plant,4.59512,6,correct,558.000021,
S,86,English,horse,animal,7.77191,5,correct,623.9997701,
S,87,English,banana,plant,5.023881,6,NA,NA,
S,88,English,pineapple,plant,3.988984,9,correct,646.9998095,
S,92,English,kiwi,plant,3.044522,4,correct,570.9998803,
S,94,English,butterfly,animal,5.214936,9,correct,751.0002615,
S,95,English,orange,plant,6.378426,6,correct,512.000192,
S,96,English,olive,plant,5.587249,5,correct,524.0001654,
S,97,English,cucumber,plant,4.454347,8,correct,549.999847,
S,99,English,bat,animal,5.918894,3,correct,552.9999992,
S,101,English,dog,animal,7.667626,3,correct,601.0000393,
S,108,English,mushroom,plant,5.537334,8,correct,785.0002215,
S,109,English,mustard,plant,4.442651,7,correct,616.0000225,
S,117,English,shark,animal,5.880533,5,correct,637.9998192,
S,118,English,dolphin,animal,4.007333,7,correct,688.9998133,
S,119,English,fox,animal,5.652489,3,correct,552.9999992,
S,123,English,goose,animal,5.267858,5,correct,548.9997576,
S,126,English,ant,animal,5.347108,3,NA,NA,
S,127,English,stork,animal,3.044522,5,correct,594.9997587,
S,130,English,wasp,animal,4.682131,4,correct,570.9998803,
S,133,English,cherry,plant,4.997212,6,correct,513.0000794,
S,135,English,lettuce,plant,4.812184,7,correct,506.9999982,
S,136,English,snake,animal,6.120297,5,correct,478.0001279,
S,137,English,radish,plant,3.044522,6,NA,NA,
S,139,English,camel,animal,6.109248,5,correct,464.9998114,
S,141,English,avocado,plant,3.433987,7,correct,782.0002029,
S,143,English,whale,animal,5.298317,5,correct,587.0001058,
S,144,English,lion,animal,6.098074,4,correct,450.0001878,
S,152,English,owl,animal,4.859812,3,correct,578.0000759,
S,153,English,pig,animal,6.660575,3,correct,594.9997587,
S,155,English,woodpecker,animal,2.890372,10,correct,488.9997606,
S,158,English,reindeer,animal,4.043051,8,incorrect,492.0001395,
S,159,English,lemon,plant,5.631212,5,correct,588.9998918,
S,160,English,donkey,animal,5.541264,6,correct,534.000086,
S,162,English,swan,animal,4.962845,4,correct,467.9998615,
S,163,English,walnut,plant,4.49981,6,NA,NA,
S,164,English,goat,animal,6.228511,4,correct,576.0001954,
S,165,English,almond,plant,4.204693,6,correct,539.9999246,
S,166,English,pear,plant,4.727388,4,correct,576.0001954,
S,167,English,frog,animal,5.129899,4,correct,441.0000549,
S,169,English,beetroot,plant,3.555348,8,correct,486.9999401,
S,170,English,elephant,animal,6.063785,8,correct,462.0000503,
S,172,English,chicken,animal,6.59987,7,correct,414.0000108,
S,174,English,bunny,animal,3.332205,5,correct,721.9998997,
S,176,English,potato,plant,6.461468,6,correct,454.9998094,
S,177,English,gull,animal,4.418841,4,correct,601.9997319,
S,179,English,grape,plant,5.192957,5,correct,501.9999399,
S,181,English,hedgehog,animal,3.637586,8,correct,619.9997036,
S,182,English,cat,animal,7.086738,3,correct,554.9999369,
S,183,English,gherkin,plant,2.079442,7,correct,743.9999741,
S,184,English,melon,plant,4.127134,5,correct,596.9999323,
T1,24,English,chicken,animal,6.59987,7,correct,495.0001175,
T1,25,English,cat,animal,7.086738,3,correct,513.0000794,
T1,26,English,avocado,plant,3.433987,7,correct,587.0001058,
T1,28,English,tomato,plant,5.545177,6,correct,824.9996813,
T1,30,English,broccoli,plant,2.833213,8,correct,576.9998462,
T1,33,English,eggplant,plant,1.791759,8,correct,545.0001119,
T1,34,English,almond,plant,4.204693,6,correct,558.9997355,
T1,35,English,eagle,animal,5.117994,5,correct,610.0000261,
T1,37,English,strawberry,plant,4.75359,10,correct,567.9997622,
T1,38,English,kiwi,plant,3.044522,4,correct,481.999945,
T1,39,English,mouse,animal,5.805135,5,correct,541.9999992,
T1,43,English,stork,animal,3.044522,5,incorrect,853.000386,
T1,45,English,gherkin,plant,2.079442,7,NA,NA,
T1,46,English,goose,animal,5.267858,5,correct,531.9997397,
T1,48,English,blackberry,plant,4.060443,10,correct,632.9997328,
T1,51,English,woodpecker,animal,2.890372,10,correct,730.0003401,
T1,52,English,lion,animal,6.098074,4,correct,486.9999401,
T1,55,English,spider,animal,4.844187,6,correct,600.0002069,
T1,56,English,hedgehog,animal,3.637586,8,correct,670.0001927,
T1,57,English,olive,plant,5.587249,5,correct,566.9998278,
T1,59,English,dolphin,animal,4.007333,7,correct,590.9999897,
T1,60,English,butterfly,animal,5.214936,9,correct,634.0000289,
T1,61,English,monkey,animal,5.783825,6,NA,NA,
T1,62,English,goat,animal,6.228511,4,correct,547.9998428,
T1,66,English,clove,plant,3.663562,5,correct,849.9997029,
T1,67,English,mustard,plant,4.442651,7,correct,634.0000289,
T1,68,English,magpie,animal,2.995732,6,correct,532.9997739,
T1,69,English,blueberry,plant,2.484907,9,correct,451.9999187,
T1,70,English,whale,animal,5.298317,5,NA,NA,
T1,72,English,reindeer,animal,4.043051,8,correct,1242.999886,
T1,73,English,lemon,plant,5.631212,5,correct,524.0001654,
T1,77,English,melon,plant,4.127134,5,correct,616.9999853,
T1,78,English,apricot,plant,3.828641,7,correct,656.9999879,
T1,79,English,orange,plant,6.378426,6,correct,646.9998095,
T1,82,English,owl,animal,4.859812,3,correct,598.0001471,
T1,84,English,bee,animal,5.700444,3,correct,813.9997021,
T1,86,English,bunny,animal,3.332205,5,correct,606.0000084,
T1,87,English,horse,animal,7.77191,5,correct,520.000098,
T1,88,English,leek,plant,3.332205,4,correct,707.9999337,
T1,89,English,potato,plant,6.461468,6,correct,404.9999728,
T1,90,English,carrot,plant,4.976734,6,correct,490.9999373,
T1,92,English,frog,animal,5.129899,4,correct,590.9999897,
T1,93,English,walnut,plant,4.49981,6,correct,565.9999557,
T1,96,English,squid,animal,3.970292,5,correct,539.9999246,
T1,103,English,apple,plant,6.304449,5,correct,561.000053,
T1,105,English,pineapple,plant,3.988984,9,correct,578.9997235,
T1,107,English,dog,animal,7.667626,3,correct,498.9999522,
T1,108,English,fox,animal,5.652489,3,correct,584.00001,
T1,109,English,tortoise,animal,4.624973,8,correct,616.9999853,
T1,118,English,gull,animal,4.418841,4,correct,733.0002185,
T1,119,English,sheep,animal,6.577861,5,correct,488.9997606,
T1,122,English,wasp,animal,4.682131,4,correct,632.9997328,
T1,125,English,donkey,animal,5.541264,6,correct,558.000021,
T1,129,English,asparagus,plant,3.663562,9,correct,616.9999853,
T1,131,English,beetroot,plant,3.555348,8,correct,554.0001735,
T1,132,English,bat,animal,5.918894,3,incorrect,438.9998187,
T1,134,English,ant,animal,5.347108,3,correct,558.9997355,
T1,137,English,vulture,animal,4.248495,7,correct,723.9997159,
T1,139,English,radish,plant,3.044522,6,correct,563.9998582,
T1,141,English,squirrel,animal,4.70953,8,correct,663.0000065,
T1,143,English,mole,animal,4.60517,4,correct,594.9997587,
T1,144,English,banana,plant,5.023881,6,correct,527.9998502,
T1,145,English,moose,animal,2.70805,5,correct,485.0000529,
T1,153,English,peanut,plant,4.59512,6,correct,486.9999401,
T1,155,English,shark,animal,5.880533,5,correct,492.9999142,
T1,156,English,camel,animal,6.109248,5,correct,549.999847,
T1,157,English,swan,animal,4.962845,4,correct,594.9997587,
T1,159,English,paprika,plant,2.484907,7,correct,676.9998152,
T1,160,English,crocodile,animal,4.615121,9,correct,607.0001268,
T1,165,English,snake,animal,6.120297,5,incorrect,434.0002022,
T1,166,English,pear,plant,4.727388,4,correct,554.9999369,
T1,168,English,cucumber,plant,4.454347,8,correct,637.0002194,
T1,170,English,elephant,animal,6.063785,8,correct,563.0002094,
T1,171,English,beaver,animal,3.951244,6,correct,483.0001673,
T1,177,English,lettuce,plant,4.812184,7,correct,499.9999508,
T1,178,English,grape,plant,5.192957,5,correct,538.0002366,
T1,179,English,cherry,plant,4.997212,6,correct,447.0001812,
T1,182,English,pig,animal,6.660575,3,correct,540.9998491,
T1,183,English,mushroom,plant,5.537334,8,correct,479.9999501,
T2,26,Other,reindeer,animal,4.043051,8,correct,1350.999543,
T2,27,Other,blueberry,plant,2.484907,9,correct,1337.000565,
T2,29,Other,horse,animal,7.77191,5,correct,940.9998687,
T2,32,Other,radish,plant,3.044522,6,correct,925.0002428,
T2,38,Other,beaver,animal,3.951244,6,correct,1105.000427,
T2,39,Other,banana,plant,5.023881,6,correct,917.9996414,
T2,40,Other,moose,animal,2.70805,5,correct,866.0000792,
T2,41,Other,squirrel,animal,4.70953,8,correct,1066.000421,
T2,44,Other,gherkin,plant,2.079442,7,incorrect,1973.000975,
T2,46,Other,butterfly,animal,5.214936,9,correct,916.9995669,
T2,48,Other,whale,animal,5.298317,5,correct,1139.000042,
T2,50,Other,blackberry,plant,4.060443,10,correct,930.0003849,
T2,52,Other,melon,plant,4.127134,5,correct,757.9997077,
T2,53,Other,spider,animal,4.844187,6,correct,982.9998819,
T2,54,Other,dog,animal,7.667626,3,correct,737.0000795,
T2,55,Other,pear,plant,4.727388,4,correct,833.0002981,
T2,56,Other,tortoise,animal,4.624973,8,correct,1115.99984,
T2,58,Other,kiwi,plant,3.044522,4,correct,715.9998805,
T2,60,Other,peanut,plant,4.59512,6,incorrect,1064.000351,
T2,62,Other,beetroot,plant,3.555348,8,correct,1132.999704,
T2,63,Other,squid,animal,3.970292,5,correct,941.9997413,
T2,64,Other,magpie,animal,2.995732,6,incorrect,903.0004033,
T2,66,Other,mole,animal,4.60517,4,correct,1059.999802,
T2,69,Other,walnut,plant,4.49981,6,NA,NA,
T2,72,Other,olive,plant,5.587249,5,correct,837.9999158,
T2,73,Other,camel,animal,6.109248,5,correct,1088.999866,
T2,74,Other,monkey,animal,5.783825,6,correct,869.9998159,
T2,77,Other,cat,animal,7.086738,3,correct,649.9997641,
T2,80,Other,pineapple,plant,3.988984,9,correct,1032.999515,
T2,81,Other,lemon,plant,5.631212,5,correct,585.0000894,
T2,82,Other,pig,animal,6.660575,3,correct,683.0000959,
T2,83,Other,wasp,animal,4.682131,4,correct,1140.999601,
T2,85,Other,mustard,plant,4.442651,7,correct,942.9997335,
T2,86,Other,strawberry,plant,4.75359,10,correct,977.00034,
T2,89,Other,shark,animal,5.880533,5,correct,911.0000936,
T2,92,Other,dolphin,animal,4.007333,7,correct,1112.999609,
T2,93,Other,hedgehog,animal,3.637586,8,incorrect,966.9995209,
T2,95,Other,vulture,animal,4.248495,7,incorrect,1372.000263,
T2,96,Other,goose,animal,5.267858,5,correct,979.00035,
T2,100,Other,swan,animal,4.962845,4,correct,869.9998159,
T2,101,Other,lion,animal,6.098074,4,correct,712.0000631,
T2,102,Other,eggplant,plant,1.791759,8,correct,993.0003336,
T2,103,Other,paprika,plant,2.484907,7,correct,1233.000613,
T2,108,Other,woodpecker,animal,2.890372,10,correct,1159.000182,
T2,109,Other,tomato,plant,5.545177,6,NA,NA,
T2,110,Other,gull,animal,4.418841,4,correct,727.9999649,
T2,112,Other,broccoli,plant,2.833213,8,correct,776.0003723,
T2,115,Other,clove,plant,3.663562,5,correct,710.9996944,
T2,117,Other,bat,animal,5.918894,3,correct,661.0001059,
T2,118,Other,apple,plant,6.304449,5,correct,672.9997781,
T2,119,Other,apricot,plant,3.828641,7,correct,881.0003296,
T2,121,Other,crocodile,animal,4.615121,9,incorrect,907.9996562,
T2,122,Other,almond,plant,4.204693,6,incorrect,969.9999306,
T2,124,Other,cucumber,plant,4.454347,8,correct,910.0003644,
T2,125,Other,lettuce,plant,4.812184,7,correct,827.9998722,
T2,131,Other,orange,plant,6.378426,6,correct,857.9999146,
T2,133,Other,grape,plant,5.192957,5,correct,894.000201,
T2,135,Other,eagle,animal,5.117994,5,correct,1157.000316,
T2,138,Other,frog,animal,5.129899,4,correct,721.9998997,
T2,142,Other,goat,animal,6.228511,4,correct,908.9999144,
T2,144,Other,potato,plant,6.461468,6,correct,964.9999022,
T2,145,Other,bee,animal,5.700444,3,correct,755.9997156,
T2,146,Other,chicken,animal,6.59987,7,correct,686.9997992,
T2,149,Other,leek,plant,3.332205,4,correct,686.0002554,
T2,151,Other,carrot,plant,4.976734,6,correct,738.0001294,
T2,152,Other,sheep,animal,6.577861,5,correct,712.9997002,
T2,157,Other,owl,animal,4.859812,3,correct,722.9998394,
T2,158,Other,snake,animal,6.120297,5,correct,869.9998159,
T2,159,Other,avocado,plant,3.433987,7,correct,900.9997679,
T2,162,Other,bunny,animal,3.332205,5,correct,1136.999439,
T2,164,Other,mushroom,plant,5.537334,8,correct,733.0002185,
T2,165,Other,ant,animal,5.347108,3,correct,675.0002087,
T2,166,Other,asparagus,plant,3.663562,9,correct,831.9996332,
T2,173,Other,fox,animal,5.652489,3,correct,694.0000274,
T2,174,Other,elephant,animal,6.063785,8,correct,1371.000439,
T2,175,Other,mouse,animal,5.805135,5,correct,666.9999694,
T2,178,Other,cherry,plant,4.997212,6,correct,1157.000316,
T2,179,Other,donkey,animal,5.541264,6,correct,791.0000255,
T2,183,Other,stork,animal,3.044522,5,correct,978.0003227,
V,23,Other,stork,animal,3.044522,5,incorrect,1013.999813,
V,25,Other,eagle,animal,5.117994,5,correct,1051.999586,
V,28,Other,dog,animal,7.667626,3,correct,617.9997173,
V,29,Other,clove,plant,3.663562,5,correct,859.9996652,
V,31,Other,swan,animal,4.962845,4,correct,938.99955,
V,32,Other,ant,animal,5.347108,3,correct,585.0000894,
V,33,Other,melon,plant,4.127134,5,correct,661.0001059,
V,35,Other,wasp,animal,4.682131,4,correct,738.0001294,
V,36,Other,shark,animal,5.880533,5,correct,565.9999557,
V,39,Other,snake,animal,6.120297,5,correct,631.0000867,
V,42,Other,donkey,animal,5.541264,6,correct,675.0002087,
V,45,Other,gull,animal,4.418841,4,correct,659.0003068,
V,46,Other,radish,plant,3.044522,6,correct,857.0000698,
V,48,Other,cucumber,plant,4.454347,8,correct,837.9999158,
V,52,Other,pear,plant,4.727388,4,correct,712.0000631,
V,55,Other,mouse,animal,5.805135,5,correct,606.0000084,
V,57,Other,leek,plant,3.332205,4,correct,737.0000795,
V,60,Other,goat,animal,6.228511,4,correct,600.0002069,
V,61,Other,gherkin,plant,2.079442,7,incorrect,881.0003296,
V,63,Other,pineapple,plant,3.988984,9,correct,871.9996304,
V,66,Other,grape,plant,5.192957,5,correct,634.0000289,
V,67,Other,tortoise,animal,4.624973,8,correct,1159.000182,
V,69,Other,dolphin,animal,4.007333,7,correct,625.9997677,
V,70,Other,sheep,animal,6.577861,5,correct,588.9998918,
V,72,Other,mustard,plant,4.442651,7,correct,854.9995991,
V,73,Other,whale,animal,5.298317,5,correct,660.0001089,
V,74,Other,eggplant,plant,1.791759,8,correct,739.0000584,
V,77,Other,squirrel,animal,4.70953,8,correct,891.9998817,
V,78,Other,pig,animal,6.660575,3,correct,570.9998803,
V,79,Other,walnut,plant,4.49981,6,correct,692.0000307,
V,81,Other,bee,animal,5.700444,3,correct,556.9998664,
V,83,Other,peanut,plant,4.59512,6,correct,627.000288,
V,84,Other,orange,plant,6.378426,6,correct,727.9999649,
V,87,Other,avocado,plant,3.433987,7,correct,666.9999694,
V,89,Other,almond,plant,4.204693,6,correct,682.0002334,
V,93,Other,squid,animal,3.970292,5,correct,814.9999077,
V,97,Other,lion,animal,6.098074,4,correct,628.9998385,
V,99,Other,butterfly,animal,5.214936,9,correct,683.0000959,
V,101,Other,spider,animal,4.844187,6,correct,573.9997725,
V,106,Other,elephant,animal,6.063785,8,NA,NA,
V,107,Other,crocodile,animal,4.615121,9,correct,836.999941,
V,108,Other,cat,animal,7.086738,3,correct,611.9998271,
V,110,Other,mole,animal,4.60517,4,correct,703.9997493,
V,112,Other,cherry,plant,4.997212,6,correct,721.9998997,
V,117,Other,lettuce,plant,4.812184,7,correct,827.0002522,
V,119,Other,camel,animal,6.109248,5,correct,940.0001173,
V,121,Other,bunny,animal,3.332205,5,correct,755.0001893,
V,122,Other,frog,animal,5.129899,4,correct,661.0001059,
V,123,Other,beaver,animal,3.951244,6,correct,837.9999158,
V,130,Other,horse,animal,7.77191,5,correct,976.0004037,
V,131,Other,banana,plant,5.023881,6,correct,587.0001058,
V,133,Other,olive,plant,5.587249,5,correct,725.9999892,
V,135,Other,lemon,plant,5.631212,5,correct,617.9997173,
V,137,Other,kiwi,plant,3.044522,4,correct,670.9999081,
V,138,Other,owl,animal,4.859812,3,correct,895.0002521,
V,139,Other,magpie,animal,2.995732,6,correct,894.000201,
V,140,Other,blueberry,plant,2.484907,9,correct,620.9999491,
V,141,Other,reindeer,animal,4.043051,8,correct,913.000109,
V,142,Other,mushroom,plant,5.537334,8,correct,715.000327,
V,143,Other,goose,animal,5.267858,5,correct,574.9999765,
V,144,Other,moose,animal,2.70805,5,correct,588.9998918,
V,145,Other,paprika,plant,2.484907,7,correct,684.0000563,
V,146,Other,strawberry,plant,4.75359,10,correct,707.0002362,
V,147,Other,vulture,animal,4.248495,7,correct,1026.999784,
V,148,Other,beetroot,plant,3.555348,8,correct,670.0001927,
V,150,Other,apple,plant,6.304449,5,correct,666.9999694,
V,154,Other,woodpecker,animal,2.890372,10,correct,888.0002282,
V,155,Other,chicken,animal,6.59987,7,correct,639.9998871,
V,160,Other,hedgehog,animal,3.637586,8,correct,918.9998876,
V,162,Other,asparagus,plant,3.663562,9,correct,845.0003149,
V,164,Other,blackberry,plant,4.060443,10,correct,795.9998521,
V,165,Other,carrot,plant,4.976734,6,correct,617.9997173,
V,166,Other,fox,animal,5.652489,3,correct,596.0001984,
V,169,Other,monkey,animal,5.783825,6,correct,649.0001839,
V,171,Other,tomato,plant,5.545177,6,correct,616.9999853,
V,177,Other,bat,animal,5.918894,3,NA,NA,
V,178,Other,potato,plant,6.461468,6,correct,749.0000123,
V,179,Other,apricot,plant,3.828641,7,correct,636.0002777,
V,181,Other,broccoli,plant,2.833213,8,correct,786.9998045,
W1,33,English,grape,plant,5.192957,5,NA,NA,
W1,34,English,monkey,animal,5.783825,6,correct,561.000053,
W1,36,English,pig,animal,6.660575,3,correct,590.9999897,
W1,37,English,pineapple,plant,3.988984,9,NA,NA,
W1,38,English,avocado,plant,3.433987,7,correct,532.9997739,
W1,41,English,bat,animal,5.918894,3,correct,501.9999399,
W1,43,English,broccoli,plant,2.833213,8,correct,512.000192,
W1,48,English,hedgehog,animal,3.637586,8,correct,714.0000269,
W1,50,English,swan,animal,4.962845,4,correct,570.9998803,
W1,51,English,chicken,animal,6.59987,7,correct,496.999987,
W1,52,English,walnut,plant,4.49981,6,correct,515.0000512,
W1,53,English,mouse,animal,5.805135,5,correct,481.999945,
W1,54,English,strawberry,plant,4.75359,10,correct,494.0002385,
W1,57,English,radish,plant,3.044522,6,correct,590.0002732,
W1,58,English,elephant,animal,6.063785,8,correct,466.9998797,
W1,59,English,donkey,animal,5.541264,6,correct,462.999975,
W1,65,English,tortoise,animal,4.624973,8,NA,NA,
W1,68,English,leek,plant,3.332205,4,correct,590.9999897,
